,match_id,serving_player,Points_Away_player_0,Points_Away_player_1,Games_Away_player_0,Games_Away_player_1,Sets_Away_player_0,Sets_Away_player_1,match_winning_player
208,2,1,2,1,1,5,2,2,0
209,2,0,4,4,1,4,2,2,0
210,2,0,4,3,1,4,2,2,0
211,2,0,3,3,1,4,2,2,0
212,2,0,2,3,1,4,2,2,0
213,2,0,1,3,1,4,2,2,0
214,2,1,4,4,6,6,1,2,0
215,2,1,4,3,6,6,1,2,0
216,2,1,4,2,6,6,1,2,0
217,2,1,4,1,6,6,1,2,0
218,2,0,4,4,6,5,1,2,0
219,2,0,3,4,6,5,1,2,0
220,2,0,2,4,6,5,1,2,0
221,2,0,2,3,6,5,1,2,0
222,2,0,2,2,6,5,1,2,0
223,2,0,1,2,6,5,1,2,0
224,2,1,4,4,5,5,1,2,0
225,2,1,4,3,5,5,1,2,0
226,2,1,3,3,5,5,1,2,0
227,2,1,3,2,5,5,1,2,0
228,2,1,2,2,5,5,1,2,0
229,2,1,1,2,5,5,1,2,0
230,2,1,2,2,5,5,1,2,0
231,2,1,1,2,5,5,1,2,0
232,2,0,4,4,4,5,1,2,0
233,2,0,3,4,4,5,1,2,0
234,2,0,2,4,4,5,1,2,0
235,2,0,1,4,4,5,1,2,0
236,2,1,4,4,3,5,1,2,0
237,2,1,3,4,3,5,1,2,0
238,2,1,2,4,3,5,1,2,0
239,2,1,1,4,3,5,1,2,0
240,2,0,4,4,2,5,1,2,0
241,2,0,3,4,2,5,1,2,0
242,2,0,2,4,2,5,1,2,0
243,2,0,1,4,2,5,1,2,0
244,2,0,1,3,2,5,1,2,0
245,2,1,4,4,1,6,1,2,0
246,2,1,3,4,1,6,1,2,0
247,2,1,3,3,1,6,1,2,0
248,2,1,3,2,1,6,1,2,0
249,2,1,2,2,1,6,1,2,0
250,2,1,1,2,1,6,1,2,0
251,2,1,2,2,1,6,1,2,0
252,2,1,2,1,1,6,1,2,0
253,2,1,2,2,1,6,1,2,0
254,2,1,1,2,1,6,1,2,0
255,3,0,4,4,6,6,2,2,1
256,3,0,4,3,6,6,2,2,1
257,3,0,4,2,6,6,2,2,1
258,3,0,3,2,6,6,2,2,1
259,3,0,3,1,6,6,2,2,1
260,3,0,2,1,6,6,2,2,1
261,3,0,2,2,6,6,2,2,1
262,3,0,1,2,6,6,2,2,1
263,3,1,4,4,5,6,2,2,1
264,3,1,4,3,5,6,2,2,1
265,3,1,4,2,5,6,2,2,1
266,3,1,3,2,5,6,2,2,1
267,3,1,3,1,5,6,2,2,1
268,3,0,4,4,5,5,2,2,1
269,3,0,3,4,5,5,2,2,1
270,3,0,2,4,5,5,2,2,1
271,3,0,1,4,5,5,2,2,1
272,3,1,4,4,4,5,2,2,1
273,3,1,3,4,4,5,2,2,1
274,3,1,3,3,4,5,2,2,1
275,3,1,2,3,4,5,2,2,1
276,3,1,1,3,4,5,2,2,1
277,3,0,4,4,3,5,2,2,1
278,3,0,4,3,3,5,2,2,1
279,3,0,3,3,3,5,2,2,1
280,3,0,3,2,3,5,2,2,1
281,3,0,2,2,3,5,2,2,1
282,3,0,1,2,3,5,2,2,1
283,3,1,4,4,2,5,2,2,1
284,3,1,3,4,2,5,2,2,1
285,3,1,2,4,2,5,2,2,1
286,3,1,2,3,2,5,2,2,1
287,3,1,1,3,2,5,2,2,1
288,3,1,1,2,2,5,2,2,1
289,3,1,2,2,2,5,2,2,1
290,3,1,2,1,2,5,2,2,1
291,3,1,2,2,2,5,2,2,1
292,3,1,1,2,2,5,2,2,1
293,3,1,2,2,2,5,2,2,1
294,3,1,1,2,2,5,2,2,1
295,3,1,2,2,2,5,2,2,1
296,3,1,2,1,2,5,2,2,1
297,3,0,4,4,2,4,2,2,1
298,3,0,3,4,2,4,2,2,1
299,3,0,3,3,2,4,2,2,1
300,3,0,2,3,2,4,2,2,1
301,3,0,1,3,2,4,2,2,1
302,3,1,4,4,1,5,2,2,1
303,3,1,4,3,1,5,2,2,1
304,3,1,4,2,1,5,2,2,1
305,3,1,4,1,1,5,2,2,1
306,3,0,4,4,1,4,2,2,1
307,3,0,3,4,1,4,2,2,1
308,3,0,2,4,1,4,2,2,1
309,3,0,1,4,1,4,2,2,1
310,3,1,4,4,6,6,1,2,1
311,3,1,3,4,6,6,1,2,1
312,3,1,3,3,6,6,1,2,1
313,3,1,3,2,6,6,1,2,1
314,3,1,3,1,6,6,1,2,1
315,3,1,2,1,6,6,1,2,1
316,3,1,2,2,6,6,1,2,1
317,3,1,2,1,6,6,1,2,1
318,3,0,4,4,6,5,1,2,1
319,3,0,4,3,6,5,1,2,1
320,3,0,4,2,6,5,1,2,1
321,3,0,4,1,6,5,1,2,1
322,3,1,4,4,6,4,1,2,1
323,3,1,4,3,6,4,1,2,1
324,3,1,3,3,6,4,1,2,1
325,3,1,2,3,6,4,1,2,1
326,3,1,1,3,6,4,1,2,1
327,3,0,4,4,5,4,1,2,1
328,3,0,3,4,5,4,1,2,1
329,3,0,3,3,5,4,1,2,1
330,3,0,3,2,5,4,1,2,1
331,3,0,3,1,5,4,1,2,1
332,3,0,2,1,5,4,1,2,1
333,3,0,2,2,5,4,1,2,1
334,3,0,1,2,5,4,1,2,1
335,3,1,4,4,4,4,1,2,1
336,3,1,3,4,4,4,1,2,1
337,3,1,2,4,4,4,1,2,1
338,3,1,2,3,4,4,1,2,1
339,3,1,2,2,4,4,1,2,1
340,3,1,2,1,4,4,1,2,1
341,3,0,4,4,4,3,1,2,1
342,3,0,4,3,4,3,1,2,1
343,3,0,4,2,4,3,1,2,1
344,3,0,4,1,4,3,1,2,1
345,3,1,4,4,4,2,1,2,1
346,3,1,4,3,4,2,1,2,1
347,3,1,4,2,4,2,1,2,1
348,3,1,3,2,4,2,1,2,1
349,3,1,3,1,4,2,1,2,1
350,3,0,4,4,5,1,1,2,1
351,3,0,4,3,5,1,1,2,1
352,3,0,4,2,5,1,1,2,1
353,3,0,3,2,5,1,1,2,1
354,3,0,3,1,5,1,1,2,1
355,3,0,2,1,5,1,1,2,1
356,3,0,2,2,5,1,1,2,1
357,3,0,2,1,5,1,1,2,1
358,3,1,4,4,6,6,1,1,1
359,3,1,4,3,6,6,1,1,1
360,3,1,4,2,6,6,1,1,1
361,3,1,3,2,6,6,1,1,1
362,3,1,3,1,6,6,1,1,1
363,3,0,4,4,6,5,1,1,1
364,3,0,4,3,6,5,1,1,1
365,3,0,3,3,6,5,1,1,1
366,3,0,3,2,6,5,1,1,1
367,3,0,2,2,6,5,1,1,1
368,3,0,1,2,6,5,1,1,1
369,3,0,2,2,6,5,1,1,1
370,3,0,1,2,6,5,1,1,1
371,3,0,2,2,6,5,1,1,1
372,3,0,2,1,6,5,1,1,1
373,3,0,2,2,6,5,1,1,1
374,3,0,2,1,6,5,1,1,1
375,3,0,2,2,6,5,1,1,1
376,3,0,1,2,6,5,1,1,1
377,3,1,4,4,5,5,1,1,1
378,3,1,4,3,5,5,1,1,1
379,3,1,3,3,5,5,1,1,1
380,3,1,2,3,5,5,1,1,1
381,3,1,2,2,5,5,1,1,1
382,3,1,2,1,5,5,1,1,1
383,3,0,4,4,5,4,1,1,1
384,3,0,3,4,5,4,1,1,1
385,3,0,2,4,5,4,1,1,1
386,3,0,1,4,5,4,1,1,1
387,3,1,4,4,4,4,1,1,1
388,3,1,3,4,4,4,1,1,1
389,3,1,3,3,4,4,1,1,1
390,3,1,2,3,4,4,1,1,1
391,3,1,2,2,4,4,1,1,1
392,3,1,2,1,4,4,1,1,1
393,3,0,4,4,4,3,1,1,1
394,3,0,3,4,4,3,1,1,1
395,3,0,3,3,4,3,1,1,1
396,3,0,3,2,4,3,1,1,1
397,3,0,3,1,4,3,1,1,1
398,3,0,2,1,4,3,1,1,1
399,3,0,2,2,4,3,1,1,1
400,3,0,1,2,4,3,1,1,1
401,3,1,4,4,3,3,1,1,1
402,3,1,4,3,3,3,1,1,1
403,3,1,4,2,3,3,1,1,1
404,3,1,4,1,3,3,1,1,1
405,3,0,4,4,3,2,1,1,1
406,3,0,4,3,3,2,1,1,1
407,3,0,4,2,3,2,1,1,1
408,3,0,4,1,3,2,1,1,1
409,3,0,3,1,3,2,1,1,1
410,3,0,2,1,3,2,1,1,1
411,3,1,4,4,4,1,1,1,1
412,3,1,4,3,4,1,1,1,1
413,3,1,3,3,4,1,1,1,1
414,3,1,3,2,4,1,1,1,1
415,3,1,3,1,4,1,1,1,1
416,4,0,4,4,6,6,2,2,0
417,4,0,3,4,6,6,2,2,0
418,4,0,2,4,6,6,2,2,0
419,4,0,1,4,6,6,2,2,0
420,4,0,1,3,6,6,2,2,0
421,4,1,4,4,5,6,2,2,0
422,4,1,4,3,5,6,2,2,0
423,4,1,3,3,5,6,2,2,0
424,4,1,3,2,5,6,2,2,0
425,4,1,2,2,5,6,2,2,0
426,4,1,1,2,5,6,2,2,0
427,4,0,4,4,4,6,2,2,0
428,4,0,3,4,4,6,2,2,0
429,4,0,2,4,4,6,2,2,0
430,4,0,1,4,4,6,2,2,0
431,4,0,1,3,4,6,2,2,0
432,4,0,1,2,4,6,2,2,0
433,4,1,4,4,3,6,2,2,0
434,4,1,3,4,3,6,2,2,0
435,4,1,3,3,3,6,2,2,0
436,4,1,2,3,3,6,2,2,0
437,4,1,1,3,3,6,2,2,0
438,4,0,4,4,2,6,2,2,0
439,4,0,3,4,2,6,2,2,0
440,4,0,3,3,2,6,2,2,0
441,4,0,2,3,2,6,2,2,0
442,4,0,1,3,2,6,2,2,0
443,4,1,4,4,1,7,2,2,0
444,4,1,3,4,1,7,2,2,0
445,4,1,2,4,1,7,2,2,0
446,4,1,2,3,1,7,2,2,0
447,4,1,2,2,1,7,2,2,0
448,4,1,2,1,1,7,2,2,0
449,4,0,4,4,1,6,2,2,0
450,4,0,3,4,1,6,2,2,0
451,4,0,2,4,1,6,2,2,0
452,4,0,1,4,1,6,2,2,0
453,4,1,4,4,6,6,1,2,0
454,4,1,3,4,6,6,1,2,0
455,4,1,2,4,6,6,1,2,0
456,4,1,1,4,6,6,1,2,0
457,4,0,4,4,5,6,1,2,0
458,4,0,3,4,5,6,1,2,0
459,4,0,2,4,5,6,1,2,0
460,4,0,1,4,5,6,1,2,0
461,4,0,1,3,5,6,1,2,0
462,4,0,1,2,5,6,1,2,0
463,4,1,4,4,4,6,1,2,0
464,4,1,3,4,4,6,1,2,0
465,4,1,2,4,4,6,1,2,0
466,4,1,1,4,4,6,1,2,0
467,4,0,4,4,3,6,1,2,0
468,4,0,3,4,3,6,1,2,0
469,4,0,2,4,3,6,1,2,0
470,4,0,1,4,3,6,1,2,0
471,4,1,4,4,2,6,1,2,0
472,4,1,3,4,2,6,1,2,0
473,4,1,2,4,2,6,1,2,0
474,4,1,2,3,2,6,1,2,0
475,4,1,1,3,2,6,1,2,0
476,4,0,4,4,1,7,1,2,0
477,4,0,3,4,1,7,1,2,0
478,4,0,2,4,1,7,1,2,0
479,4,0,2,3,1,7,1,2,0
480,4,0,1,3,1,7,1,2,0
481,5,0,4,4,6,6,2,2,1
482,5,0,4,3,6,6,2,2,1
483,5,0,3,3,6,6,2,2,1
484,5,0,2,3,6,6,2,2,1
485,5,0,2,2,6,6,2,2,1
486,5,0,1,2,6,6,2,2,1
487,5,1,4,4,5,6,2,2,1
488,5,1,3,4,5,6,2,2,1
489,5,1,3,3,5,6,2,2,1
490,5,1,2,3,5,6,2,2,1
491,5,1,2,2,5,6,2,2,1
492,5,1,2,1,5,6,2,2,1
493,5,0,4,4,5,5,2,2,1
494,5,0,3,4,5,5,2,2,1
495,5,0,3,3,5,5,2,2,1
496,5,0,2,3,5,5,2,2,1
497,5,0,1,3,5,5,2,2,1
498,5,1,4,4,4,5,2,2,1
499,5,1,4,3,4,5,2,2,1
500,5,1,4,2,4,5,2,2,1
501,5,1,4,1,4,5,2,2,1
502,5,1,3,1,4,5,2,2,1
503,5,0,4,4,4,4,2,2,1
504,5,0,4,3,4,4,2,2,1
505,5,0,4,2,4,4,2,2,1
506,5,0,3,2,4,4,2,2,1
507,5,0,2,2,4,4,2,2,1
508,5,0,2,1,4,4,2,2,1
509,5,0,2,2,4,4,2,2,1
510,5,0,1,2,4,4,2,2,1
511,5,0,2,2,4,4,2,2,1
512,5,0,2,1,4,4,2,2,1
513,5,1,4,4,4,3,2,2,1
514,5,1,3,4,4,3,2,2,1
515,5,1,2,4,4,3,2,2,1
516,5,1,2,3,4,3,2,2,1
517,5,1,2,2,4,3,2,2,1
518,5,1,2,1,4,3,2,2,1
519,5,1,2,2,4,3,2,2,1
520,5,1,2,1,4,3,2,2,1
521,5,1,2,2,4,3,2,2,1
522,5,1,1,2,4,3,2,2,1
523,5,0,4,4,3,3,2,2,1
524,5,0,4,3,3,3,2,2,1
525,5,0,3,3,3,3,2,2,1
526,5,0,3,2,3,3,2,2,1
527,5,0,3,1,3,3,2,2,1
528,5,1,4,4,3,2,2,2,1
529,5,1,4,3,3,2,2,2,1
530,5,1,4,2,3,2,2,2,1
531,5,1,3,2,3,2,2,2,1
532,5,1,2,2,3,2,2,2,1
533,5,1,1,2,3,2,2,2,1
534,5,1,2,2,3,2,2,2,1
535,5,1,2,1,3,2,2,2,1
536,5,0,4,4,4,1,2,2,1
537,5,0,3,4,4,1,2,2,1
538,5,0,3,3,4,1,2,2,1
539,5,0,2,3,4,1,2,2,1
540,5,0,1,3,4,1,2,2,1
541,5,1,4,4,3,1,2,2,1
542,5,1,4,3,3,1,2,2,1
543,5,1,3,3,3,1,2,2,1
544,5,1,3,2,3,1,2,2,1
545,5,1,2,2,3,1,2,2,1
546,5,1,2,1,3,1,2,2,1
547,5,1,2,2,3,1,2,2,1
548,5,1,2,1,3,1,2,2,1
549,5,0,4,4,6,6,2,1,1
550,5,0,3,4,6,6,2,1,1
551,5,0,2,4,6,6,2,1,1
552,5,0,1,4,6,6,2,1,1
553,5,1,4,4,5,6,2,1,1
554,5,1,4,3,5,6,2,1,1
555,5,1,4,2,5,6,2,1,1
556,5,1,3,2,5,6,2,1,1
557,5,1,3,1,5,6,2,1,1
558,5,0,4,4,5,5,2,1,1
559,5,0,3,4,5,5,2,1,1
560,5,0,2,4,5,5,2,1,1
561,5,0,2,3,5,5,2,1,1
562,5,0,1,3,5,5,2,1,1
563,5,1,4,4,4,5,2,1,1
564,5,1,4,3,4,5,2,1,1
565,5,1,4,2,4,5,2,1,1
566,5,1,3,2,4,5,2,1,1
567,5,1,3,1,4,5,2,1,1
568,5,1,2,1,4,5,2,1,1
569,5,0,4,4,4,4,2,1,1
570,5,0,3,4,4,4,2,1,1
571,5,0,3,3,4,4,2,1,1
572,5,0,2,3,4,4,2,1,1
573,5,0,2,2,4,4,2,1,1
574,5,0,2,1,4,4,2,1,1
575,5,0,2,2,4,4,2,1,1
576,5,0,2,1,4,4,2,1,1
577,5,1,4,4,4,3,2,1,1
578,5,1,3,4,4,3,2,1,1
579,5,1,3,3,4,3,2,1,1
580,5,1,2,3,4,3,2,1,1
581,5,1,2,2,4,3,2,1,1
582,5,1,2,1,4,3,2,1,1
583,5,1,2,2,4,3,2,1,1
584,5,1,2,1,4,3,2,1,1
585,5,1,2,2,4,3,2,1,1
586,5,1,1,2,4,3,2,1,1
587,5,0,4,4,3,3,2,1,1
588,5,0,4,3,3,3,2,1,1
589,5,0,4,2,3,3,2,1,1
590,5,0,4,1,3,3,2,1,1
591,5,1,4,4,3,2,2,1,1
592,5,1,3,4,3,2,2,1,1
593,5,1,3,3,3,2,2,1,1
594,5,1,3,2,3,2,2,1,1
595,5,1,3,1,3,2,2,1,1
596,5,1,2,1,3,2,2,1,1
597,5,0,4,4,4,1,2,1,1
598,5,0,4,3,4,1,2,1,1
599,5,0,4,2,4,1,2,1,1
600,5,0,3,2,4,1,2,1,1
601,5,0,2,2,4,1,2,1,1
602,5,0,2,1,4,1,2,1,1
603,5,0,2,2,4,1,2,1,1
604,5,0,1,2,4,1,2,1,1
605,5,0,2,2,4,1,2,1,1
606,5,0,2,1,4,1,2,1,1
607,5,0,2,2,4,1,2,1,1
608,5,0,1,2,4,1,2,1,1
609,5,1,4,4,3,1,2,1,1
610,5,1,3,4,3,1,2,1,1
611,5,1,3,3,3,1,2,1,1
612,5,1,3,2,3,1,2,1,1
613,5,1,3,1,3,1,2,1,1
614,6,0,4,4,6,6,2,2,1
615,6,0,4,3,6,6,2,2,1
616,6,0,3,3,6,6,2,2,1
617,6,0,3,2,6,6,2,2,1
618,6,0,2,2,6,6,2,2,1
619,6,0,2,1,6,6,2,2,1
620,6,1,4,4,6,5,2,2,1
621,6,1,3,4,6,5,2,2,1
622,6,1,3,3,6,5,2,2,1
623,6,1,3,2,6,5,2,2,1
624,6,1,3,1,6,5,2,2,1
625,6,0,4,4,6,4,2,2,1
626,6,0,4,3,6,4,2,2,1
627,6,0,3,3,6,4,2,2,1
628,6,0,2,3,6,4,2,2,1
629,6,0,2,2,6,4,2,2,1
630,6,0,2,1,6,4,2,2,1
631,6,0,2,2,6,4,2,2,1
632,6,0,2,1,6,4,2,2,1
633,6,0,2,2,6,4,2,2,1
634,6,0,2,1,6,4,2,2,1
635,6,0,2,2,6,4,2,2,1
636,6,0,2,1,6,4,2,2,1
637,6,0,2,2,6,4,2,2,1
638,6,0,1,2,6,4,2,2,1
639,6,1,4,4,5,4,2,2,1
640,6,1,3,4,5,4,2,2,1
641,6,1,2,4,5,4,2,2,1
642,6,1,2,3,5,4,2,2,1
643,6,1,1,3,5,4,2,2,1
644,6,0,4,4,4,4,2,2,1
645,6,0,4,3,4,4,2,2,1
646,6,0,3,3,4,4,2,2,1
647,6,0,2,3,4,4,2,2,1
648,6,0,1,3,4,4,2,2,1
649,6,0,1,2,4,4,2,2,1
650,6,1,4,4,3,4,2,2,1
651,6,1,3,4,3,4,2,2,1
652,6,1,3,3,3,4,2,2,1
653,6,1,2,3,3,4,2,2,1
654,6,1,2,2,3,4,2,2,1
655,6,1,2,1,3,4,2,2,1
656,6,0,4,4,3,3,2,2,1
657,6,0,3,4,3,3,2,2,1
658,6,0,2,4,3,3,2,2,1
659,6,0,1,4,3,3,2,2,1
660,6,0,1,3,3,3,2,2,1
661,6,1,4,4,2,3,2,2,1
662,6,1,4,3,2,3,2,2,1
663,6,1,4,2,2,3,2,2,1
664,6,1,4,1,2,3,2,2,1
665,6,1,3,1,2,3,2,2,1
666,6,0,4,4,2,2,2,2,1
667,6,0,3,4,2,2,2,2,1
668,6,0,2,4,2,2,2,2,1
669,6,0,1,4,2,2,2,2,1
670,6,1,4,4,1,3,2,2,1
671,6,1,4,3,1,3,2,2,1
672,6,1,4,2,1,3,2,2,1
673,6,1,4,1,1,3,2,2,1
674,6,1,3,1,1,3,2,2,1
675,6,0,4,4,2,2,2,2,1
676,6,0,4,3,2,2,2,2,1
677,6,0,3,3,2,2,2,2,1
678,6,0,3,2,2,2,2,2,1
679,6,0,2,2,2,2,2,2,1
680,6,0,2,1,2,2,2,2,1
681,6,1,4,4,3,1,2,2,1
682,6,1,4,3,3,1,2,2,1
683,6,1,3,3,3,1,2,2,1
684,6,1,3,2,3,1,2,2,1
685,6,1,3,1,3,1,2,2,1
686,6,1,2,1,3,1,2,2,1
687,6,0,4,4,6,6,2,1,1
